scenario,ta,seed,rec_rate,corr_piApiB,se_corr_piApiB
Two-Locus Theory,0.1,42,0.00011497569953977356,0.6086060505267435,0.0025092055864109433
Two-Locus Theory,0.1,42,0.00013219411484660288,0.6081617394418931,0.0025102826568278026
Two-Locus Theory,0.1,42,0.0001519911082952933,0.6079606216024225,0.002510769783374426
Two-Locus Theory,0.1,42,0.0001747528400007683,0.6080845755799604,0.0025104695852704857
Two-Locus Theory,0.1,42,0.00020092330025650479,0.6083220358730098,0.0025098942204987698
Two-Locus Theory,0.1,42,0.00023101297000831605,0.6084786894239518,0.002509514454715308
Two-Locus Theory,0.1,42,0.00026560877829466864,0.6081707806564169,0.0025102607521408048
Two-Locus Theory,0.1,42,0.0003053855508833416,0.6079219803934914,0.002510863346787212
Two-Locus Theory,0.1,42,0.0003511191734215131,0.6074477790661629,0.0025120107804384685
Two-Locus Theory,0.1,42,0.0004037017258596554,0.6072670471614944,0.0025124477272550844
Two-Locus Theory,0.1,42,0.0004641588833612782,0.6076087695107829,0.00251162138806307
Two-Locus Theory,0.1,42,0.0005336699231206312,0.6070134692904621,0.00251306044305651
Two-Locus Theory,0.1,42,0.0006135907273413176,0.6074165015786854,0.002512086413255337
Two-Locus Theory,0.1,42,0.0007054802310718645,0.6067027129530602,0.002513810765719107
Two-Locus Theory,0.1,42,0.0008111308307896872,0.6068403656348373,0.002513478477696383
Two-Locus Theory,0.1,42,0.0009326033468832199,0.606997669353313,0.0025130986067579218
Two-Locus Theory,0.1,42,0.0010722672220103231,0.6061983023932387,0.0025150273734115373
Two-Locus Theory,0.1,42,0.0012328467394420659,0.6055291037750535,0.0025166389717732837
Two-Locus Theory,0.1,42,0.0014174741629268048,0.6045751070780312,0.0025189315789321985
Two-Locus Theory,0.1,42,0.0016297508346206436,0.6048464744277147,0.0025182800198565703
Two-Locus Theory,0.1,42,0.001873817422860383,0.6073355792298724,0.0025122820648244533
Two-Locus Theory,0.1,42,0.0021544346900318843,0.6081590371116787,0.0025102892038232757
Two-Locus Theory,0.1,42,0.0024770763559917113,0.6089633886706733,0.002508338443635998
Two-Locus Theory,0.1,42,0.002848035868435802,0.6084238055132662,0.0025096475241478556
Two-Locus Theory,0.1,42,0.0032745491628777285,0.606945038347869,0.002513225722118816
Two-Locus Theory,0.1,42,0.0037649358067924675,0.605430476487597,0.002516876253358815
Two-Locus Theory,0.1,42,0.004328761281083062,0.6041941131648544,0.0025198455763407257
Two-Locus Theory,0.1,42,0.004977023564332114,0.6029744737719773,0.002522765372898678
Two-Locus Theory,0.1,42,0.00572236765935022,0.6037141297612867,0.0025209957563744126
Two-Locus Theory,0.1,42,0.006579332246575682,0.6011438458552552,0.002527130486079697
Two-Locus Theory,0.1,42,0.007564633275546291,0.6005261264486547,0.0025285987405591973
Two-Locus Theory,0.1,42,0.008697490026177835,0.5966182418776028,0.002537832844475718
Two-Locus Theory,0.1,42,0.01,0.5948264340623168,0.002542035478173845
Two-Locus Theory,0.1,42,0.011497569953977356,0.5932463609119356,0.002545725273274945
Two-Locus Theory,0.1,42,0.013219411484660288,0.5925558047408022,0.0025473331075458153
Two-Locus Theory,0.1,42,0.01519911082952933,0.5897613780419461,0.0025538100181127063
Two-Locus Theory,0.1,42,0.01747528400007685,0.5849867770449848,0.0025647682678071647
Two-Locus Theory,0.1,42,0.02009233002565048,0.5818006460615442,0.002572005518398324
Two-Locus Theory,0.1,42,0.023101297000831605,0.577298520590367,0.002582130424512348
Two-Locus Theory,0.1,42,0.026560877829466867,0.5714858057554153,0.002595028790146512
Two-Locus Theory,0.1,42,0.030538555088334154,0.5644642283970813,0.0026103520121534226
Two-Locus Theory,0.1,42,0.03511191734215131,0.5549943251434732,0.002630580048128777
Two-Locus Theory,0.1,42,0.040370172585965536,0.5553509862724084,0.002629827207305727
Two-Locus Theory,0.1,42,0.04641588833612782,0.5416145259336256,0.0026583224760259373
Two-Locus Theory,0.1,42,0.05336699231206313,0.5351944407425682,0.00267129403514831
Two-Locus Theory,0.1,42,0.061359072734131756,0.5173304845676207,0.002706259073727752
Two-Locus Theory,0.1,42,0.07054802310718646,0.5123797477651815,0.002715661510046794
Two-Locus Theory,0.1,42,0.08111308307896872,0.4999286109714611,0.0027387705008997355
Two-Locus Theory,0.1,42,0.093260334688322,0.4787067132586246,0.002776428100612585
Two-Locus Theory,0.1,42,0.10722672220103231,0.46719712367603894,0.002795965812520757
Two-Locus Theory,0.1,42,0.12328467394420659,0.453392883296622,0.002818600330645733
Two-Locus Theory,0.1,42,0.14174741629268048,0.4342646419487238,0.0028485618289974574
Two-Locus Theory,0.1,42,0.16297508346206452,0.41960584239395626,0.0028704484248583493
Two-Locus Theory,0.1,42,0.1873817422860385,0.3995015542657684,0.002898991749635663
Two-Locus Theory,0.1,42,0.21544346900318845,0.3791947529477223,0.002926138178395193
Two-Locus Theory,0.1,42,0.24770763559917114,0.35642861967347267,0.00295461689326998
Two-Locus Theory,0.1,42,0.2848035868435802,0.33634880334422346,0.00297806517765027
Two-Locus Theory,0.1,42,0.32745491628777285,0.30861779901464637,0.003007944729536012
Two-Locus Theory,0.1,42,0.37649358067924676,0.28195258900291376,0.003034009142994651
Two-Locus Theory,0.1,42,0.43287612810830617,0.26935106949185783,0.003045436833583332
Two-Locus Theory,0.1,42,0.49770235643321137,0.23925473910119147,0.0030704658039752333
Two-Locus Theory,0.1,42,0.572236765935022,0.21884788708853892,0.003085651705571739
Two-Locus Theory,0.1,42,0.6579332246575682,0.20239070545385682,0.0030968648396233894
Two-Locus Theory,0.1,42,0.7564633275546291,0.1808138904651382,0.003110185980819365
Two-Locus Theory,0.1,42,0.8697490026177834,0.16062507478941884,0.0031212482594793517
Two-Locus Theory,0.1,42,1.0,0.1404239019260614,0.003130975461070456
Two-Locus Theory,0.1,42,1.1497569953977356,0.13369104746869395,0.0031339214201279177
Two-Locus Theory,0.1,42,1.3219411484660286,0.11744079060230715,0.0031404257438290275
Two-Locus Theory,0.1,42,1.5199110829529332,0.10148367677455732,0.003145982927107953
Two-Locus Theory,0.1,42,1.747528400007683,0.09057339811838519,0.0031493115055186366
Two-Locus Theory,0.1,42,2.009233002565046,0.06697870517755572,0.0031552080180679253
Two-Locus Theory,0.1,42,2.310129700083158,0.05629202180116365,0.003157294958195137
Two-Locus Theory,0.1,42,2.6560877829466896,0.052779705682901926,0.00315790159338915
Two-Locus Theory,0.1,42,3.0538555088334185,0.04312830516174149,0.0031593668867229167
Two-Locus Theory,0.1,42,3.5111917342151346,0.04135811332679061,0.00315960357110113
Two-Locus Theory,0.1,42,4.037017258596558,0.03113730105473027,0.003160775932412826
Two-Locus Theory,0.1,42,4.641588833612782,0.02323717058657154,0.0031614553982360727
Two-Locus Theory,0.1,42,5.336699231206313,0.019913379826583248,0.0031616822259247965
Two-Locus Theory,0.1,42,6.135907273413176,0.0195786868869412,0.003161703129253501
Two-Locus Theory,0.1,42,7.054802310718645,0.015560365371219784,0.003161926423221967
Two-Locus Theory,0.1,42,8.111308307896872,0.01514858406665584,0.003161946419867199
Two-Locus Theory,0.1,42,9.326033468832199,0.012867022443087045,0.003162047496199552
Two-Locus Theory,0.1,42,10.722672220103231,0.0059072617843908635,0.0031622541073738682
Two-Locus Theory,0.1,42,12.32846739442066,0.0048352792298315544,0.003162272315925954
Two-Locus Theory,0.1,42,14.174741629268048,0.0057865718785329034,0.0031622563389393354
Two-Locus Theory,0.1,42,16.297508346206435,0.001990095786293786,0.0031623030212798364
Two-Locus Theory,0.1,42,18.73817422860383,0.0009612097641460583,0.003162307822551939
Two-Locus Theory,0.1,42,21.544346900318867,-0.0010217283943940033,0.003162307632805855
Two-Locus Theory,0.1,42,24.77076355991714,-0.0029291697636802043,0.003162295717027267
Two-Locus Theory,0.1,42,28.48035868435805,-0.004734620270535171,0.003162273839063531
Two-Locus Theory,0.1,42,32.745491628777316,0.0010222778458480787,0.0031623076310300876
Two-Locus Theory,0.1,42,37.649358067924716,0.00041240654222856287,0.003162309014497872
Two-Locus Theory,0.1,42,43.287612810830616,0.0018418508207006128,0.003162303919482934
Two-Locus Theory,0.1,42,49.770235643321136,0.0036382103671073443,0.0031622883542785844
Two-Locus Theory,0.1,42,57.223676593502205,-0.0019521489351327203,0.0031623032578143476
Two-Locus Theory,0.1,42,65.79332246575683,-0.0025933672644006325,0.003162298649260892
Two-Locus Theory,0.1,42,75.64633275546291,-0.006160839996968052,0.0031622492686241635
Two-Locus Theory,0.1,42,86.97490026177834,-0.004322624915422561,0.0031622797392706096
Two-Locus Theory,0.1,42,100.0,-0.004772638141590164,0.003162273267555489
Two-Locus Theory,0.01,42,0.0001,0.6658620732284781,0.023616587090591386
Two-Locus Theory,0.01,42,0.00011497569953977356,0.6604575763025908,0.023768164447152438
Two-Locus Theory,0.01,42,0.00013219411484660288,0.6604575763025908,0.023768164447152438
Two-Locus Theory,0.01,42,0.0001519911082952933,0.6604575763025908,0.023768164447152438
Two-Locus Theory,0.01,42,0.0001747528400007683,0.6593482741539651,0.02379900499280343
Two-Locus Theory,0.01,42,0.00020092330025650479,0.6593482741539651,0.02379900499280343
Two-Locus Theory,0.01,42,0.00023101297000831605,0.6616524825353417,0.023734841008741556
Two-Locus Theory,0.01,42,0.00026560877829466864,0.6616524825353417,0.023734841008741556
Two-Locus Theory,0.01,42,0.0003053855508833416,0.6602704909047175,0.023773372190142177
Two-Locus Theory,0.01,42,0.0003511191734215131,0.6610822155175171,0.02375075791062486
Two-Locus Theory,0.01,42,0.0004037017258596554,0.6572258541880983,0.023857756845733522
Two-Locus Theory,0.01,42,0.0004641588833612782,0.65364809705793,0.0239560420168017
Two-Locus Theory,0.01,42,0.0005336699231206312,0.6630303240212161,0.023696282768874238
Two-Locus Theory,0.01,42,0.0006135907273413176,0.6622489111493034,0.023718167775923497
Two-Locus Theory,0.01,42,0.0007054802310718645,0.6620500123792978,0.023723730986765897
Two-Locus Theory,0.01,42,0.0008111308307896872,0.662564631080727,0.023709330956179244
Two-Locus Theory,0.01,42,0.0009326033468832199,0.662564631080727,0.023709330956179244
Two-Locus Theory,0.01,42,0.0010722672220103231,0.6589184531686475,0.023810930113281087
Two-Locus Theory,0.01,42,0.0012328467394420659,0.6589184531686475,0.023810930113281087
Two-Locus Theory,0.01,42,0.0014174741629268048,0.6544960876373702,0.023932831678086883
Two-Locus Theory,0.01,42,0.0016297508346206436,0.6358942573624138,0.024430148541690087
Two-Locus Theory,0.01,42,0.001873817422860383,0.6306892279875058,0.02456497452976126
Two-Locus Theory,0.01,42,0.0021544346900318843,0.6090692611631024,0.025105681141075364
Two-Locus Theory,0.01,42,0.0024770763559917113,0.6176063791595583,0.024895822226833966
Two-Locus Theory,0.01,42,0.002848035868435802,0.6625167848584207,0.023710670627041092
Two-Locus Theory,0.01,42,0.0032745491628777285,0.6395291748721784,0.02433488870127656
Two-Locus Theory,0.01,42,0.0037649358067924675,0.6308283701829536,0.024561394332476918
Two-Locus Theory,0.01,42,0.004328761281083062,0.6169046332943313,0.024913249756843853
Two-Locus Theory,0.01,42,0.004977023564332114,0.6436987943329985,0.024224481691062977
Two-Locus Theory,0.01,42,0.00572236765935022,0.623071268692907,0.024759002616230572
Two-Locus Theory,0.01,42,0.006579332246575682,0.6127144913708692,0.02501664680365325
Two-Locus Theory,0.01,42,0.007564633275546291,0.5794313576799435,0.025799040344605506
Two-Locus Theory,0.01,42,0.008697490026177835,0.5739904901969838,0.025920622571852923
Two-Locus Theory,0.01,42,0.01,0.5889213331035094,0.025582818935076624
Two-Locus Theory,0.01,42,0.011497569953977356,0.6045200828787232,0.025215612696176726
Two-Locus Theory,0.01,42,0.013219411484660288,0.6194036511408934,0.024851041537213268
Two-Locus Theory,0.01,42,0.01519911082952933,0.6040996952722978,0.025225705750943486
Two-Locus Theory,0.01,42,0.01747528400007685,0.5638744387015954,0.02614215833215551
Two-Locus Theory,0.01,42,0.02009233002565048,0.6038873138753892,0.02523080059645042
Two-Locus Theory,0.01,42,0.023101297000831605,0.5590694906414344,0.02624536039986811
Two-Locus Theory,0.01,42,0.026560877829466867,0.5421736475803361,0.026598170260223108
Two-Locus Theory,0.01,42,0.030538555088334154,0.5803871309797648,0.02577750448876722
Two-Locus Theory,0.01,42,0.03511191734215131,0.5220551265381949,0.026998449537149524
Two-Locus Theory,0.01,42,0.040370172585965536,0.5416105455828623,0.02660966300507998
Two-Locus Theory,0.01,42,0.04641588833612782,0.4986934460933892,0.027437391781272105
Two-Locus Theory,0.01,42,0.05336699231206313,0.4984965417032657,0.02744097688375094
Two-Locus Theory,0.01,42,0.061359072734131756,0.4764010733095947,0.027831478576406322
Two-Locus Theory,0.01,42,0.07054802310718646,0.5060911519985344,0.027301327271955427
Two-Locus Theory,0.01,42,0.08111308307896872,0.4852793668239753,0.02767735551224546
Two-Locus Theory,0.01,42,0.093260334688322,0.47775641687417114,0.027808189386031804
Two-Locus Theory,0.01,42,0.10722672220103231,0.43059549293931304,0.02856956354904842
Two-Locus Theory,0.01,42,0.12328467394420659,0.4550791170656016,0.02818673413457364
Two-Locus Theory,0.01,42,0.14174741629268048,0.5196481105477359,0.027044938502451262
Two-Locus Theory,0.01,42,0.16297508346206452,0.40412529050401447,0.028954437803419185
Two-Locus Theory,0.01,42,0.1873817422860385,0.4325104575587881,0.028540564671460503
Two-Locus Theory,0.01,42,0.21544346900318845,0.38514334003063017,0.029212520437831308
Two-Locus Theory,0.01,42,0.24770763559917114,0.3515414751168186,0.029634016622034232
Two-Locus Theory,0.01,42,0.2848035868435802,0.3726507167322848,0.02937443033718582
Two-Locus Theory,0.01,42,0.32745491628777285,0.34448799246170075,0.02971690110816827
Two-Locus Theory,0.01,42,0.37649358067924676,0.3112375333779271,0.030082238613121485
Two-Locus Theory,0.01,42,0.43287612810830617,0.2833047271716278,0.030357562398053522
Two-Locus Theory,0.01,42,0.49770235643321137,0.28067146651331254,0.03038206160252635
Two-Locus Theory,0.01,42,0.572236765935022,0.2083843523435031,0.030959537263879865
Two-Locus Theory,0.01,42,0.6579332246575682,0.20324491945940681,0.030993753050740397
Two-Locus Theory,0.01,42,0.7564633275546291,0.1325014073491323,0.0313753438459789
Two-Locus Theory,0.01,42,0.8697490026177834,0.16834669754852258,0.0312026697997105
Two-Locus Theory,0.01,42,1.0,0.14754390219971622,0.03130800503517024
Two-Locus Theory,0.01,42,1.1497569953977356,0.1789749380212369,0.031143342581273506
Two-Locus Theory,0.01,42,1.3219411484660286,0.10605107362838748,0.03147593746118433
Two-Locus Theory,0.01,42,1.5199110829529332,0.07968140784956512,0.031553797830977934
Two-Locus Theory,0.01,42,1.747528400007683,0.07253937892205474,0.031571054805131546
Two-Locus Theory,0.01,42,2.009233002565046,0.07970296242533986,0.03155374328365886
Two-Locus Theory,0.01,42,2.310129700083158,0.033059704275579915,0.03163714389290873
Two-Locus Theory,0.01,42,2.6560877829466896,0.09565430484095838,0.031509299037221175
Two-Locus Theory,0.01,42,3.0538555088334185,0.038608212614324434,0.03163084612798513
Two-Locus Theory,0.01,42,3.5111917342151346,0.08004401186276767,0.0315528782270927
Two-Locus Theory,0.01,42,4.037017258596558,0.01785988956923309,0.03164939799002244
Two-Locus Theory,0.01,42,4.641588833612782,0.0008731339057550054,0.031654434825556965
Two-Locus Theory,0.01,42,5.336699231206313,0.04979618465089256,0.03161517639918711
Two-Locus Theory,0.01,42,6.135907273413176,0.03597140394355534,0.03163396075492948
Two-Locus Theory,0.01,42,7.054802310718645,0.0201525486740539,0.03164801840431371
Two-Locus Theory,0.01,42,8.111308307896872,0.023120966506606857,0.03164598485784644
Two-Locus Theory,0.01,42,9.326033468832199,0.01782370975632341,0.03164941842663164
Two-Locus Theory,0.01,42,10.722672220103231,0.011523912881559475,0.03165234495759402
Two-Locus Theory,0.01,42,12.32846739442066,-0.0030136238103266864,0.03165430314960834
Two-Locus Theory,0.01,42,14.174741629268048,-0.001396384654248152,0.03165441603028453
Two-Locus Theory,0.01,42,16.297508346206435,0.021548116027154056,0.031647097121349006
Two-Locus Theory,0.01,42,18.73817422860383,-0.018702415404341546,0.03164891035583163
Two-Locus Theory,0.01,42,21.544346900318867,-0.01225388199718453,0.031652070224156725
Two-Locus Theory,0.01,42,24.77076355991714,0.011559778454381305,0.03165233185320754
Two-Locus Theory,0.01,42,28.48035868435805,0.013729084805341839,0.031651463513010555
Two-Locus Theory,0.01,42,32.745491628777316,-0.015118230534686042,0.031650829200570205
Two-Locus Theory,0.01,42,37.649358067924716,0.01399410163640687,0.03165134721746851
Two-Locus Theory,0.01,42,43.287612810830616,0.06366587991946267,0.031590228565423706
Two-Locus Theory,0.01,42,49.770235643321136,0.0029474825383623065,0.031654309389917056
Two-Locus Theory,0.01,42,57.223676593502205,0.0301686422130607,0.03164003851295417
Two-Locus Theory,0.01,42,65.79332246575683,-0.02685958639937528,0.03164302648085658
Two-Locus Theory,0.01,42,75.64633275546291,0.007628784842751402,0.03165352575982459
Two-Locus Theory,0.01,42,86.97490026177834,-0.08544758011249388,0.031538676053813254
Two-Locus Theory,0.01,42,100.0,-0.05169695064972243,0.031612119154659925
Two-Locus Theory,0.01,42,0.0001,0.6180598944024727,0.002485989395025145
Two-Locus Theory,0.01,42,0.00011497569953977356,0.6180074838277549,0.0024861196904314917
Two-Locus Theory,0.01,42,0.00013219411484660288,0.6176067416384683,0.002487115365575947
Two-Locus Theory,0.01,42,0.0001519911082952933,0.6173076740341297,0.0024878577420159335
Two-Locus Theory,0.01,42,0.0001747528400007683,0.6172463674803645,0.0024880098517054534
Two-Locus Theory,0.01,42,0.00020092330025650479,0.6170819472936947,0.0024884176795090434
Two-Locus Theory,0.01,42,0.00023101297000831605,0.6176075803422938,0.002487113282841577
Two-Locus Theory,0.01,42,0.00026560877829466864,0.6174441554194723,0.0024875190259375773
Two-Locus Theory,0.01,42,0.0003053855508833416,0.6167648375197237,0.002489203743107057
Two-Locus Theory,0.01,42,0.0003511191734215131,0.6166644002295582,0.002489452574840027
Two-Locus Theory,0.01,42,0.0004037017258596554,0.6174104896749859,0.002487602587980173
Two-Locus Theory,0.01,42,0.0004641588833612782,0.6179234776854249,0.00248632849676775
Two-Locus Theory,0.01,42,0.0005336699231206312,0.6165738071932175,0.002489676961507268
Two-Locus Theory,0.01,42,0.0006135907273413176,0.6165977223577781,0.00248961773205467
Two-Locus Theory,0.01,42,0.0007054802310718645,0.617071365553522,0.0024884439204454697
Two-Locus Theory,0.01,42,0.0008111308307896872,0.6153302198267809,0.0024927517890694396
Two-Locus Theory,0.01,42,0.0009326033468832199,0.6155841457971633,0.0024921247577414604
Two-Locus Theory,0.01,42,0.0010722672220103231,0.6144633422978598,0.0024948892759341875
Two-Locus Theory,0.01,42,0.0012328467394420659,0.6134988642910779,0.002497261732670167
Two-Locus Theory,0.01,42,0.0014174741629268048,0.6129098057086765,0.002498707780328255
Two-Locus Theory,0.01,42,0.0016297508346206436,0.6141060417645745,0.0024957688738999665
Two-Locus Theory,0.01,42,0.001873817422860383,0.6139938709767263,0.0024960448451154735
Two-Locus Theory,0.01,42,0.0021544346900318843,0.612480780856695,0.0024997595697926365
Two-Locus Theory,0.01,42,0.0024770763559917113,0.6149649311103398,0.0024936530835620607
Two-Locus Theory,0.01,42,0.002848035868435802,0.6148894660980411,0.0024938391747450855
Two-Locus Theory,0.01,42,0.0032745491628777285,0.6130978764816526,0.002498246337580053
Two-Locus Theory,0.01,42,0.0037649358067924675,0.6126062691778001,0.0024994520469197373
Two-Locus Theory,0.01,42,0.004328761281083062,0.6101373216794601,0.0025054839923533473
Two-Locus Theory,0.01,42,0.004977023564332114,0.6092453309815131,0.0025076536908658124
Two-Locus Theory,0.01,42,0.00572236765935022,0.6079003229049572,0.0025109157827537445
Two-Locus Theory,0.01,42,0.006579332246575682,0.6081159887131231,0.0025103934919100414
Two-Locus Theory,0.01,42,0.007564633275546291,0.605508936781757,0.002516687495318647
Two-Locus Theory,0.01,42,0.008697490026177835,0.6025273249783994,0.0025238335169452376
Two-Locus Theory,0.01,42,0.01,0.5996890339730375,0.002530584656260071
Two-Locus Theory,0.01,42,0.011497569953977356,0.5994421612711663,0.0025311695101844353
Two-Locus Theory,0.01,42,0.013219411484660288,0.5954291581455751,0.0025406239925864576
Two-Locus Theory,0.01,42,0.01519911082952933,0.5921264704769886,0.0025483312793769235
Two-Locus Theory,0.01,42,0.01747528400007685,0.5868956027410785,0.0025604036064973083
Two-Locus Theory,0.01,42,0.02009233002565048,0.5802255072103776,0.0025755613520454454
Two-Locus Theory,0.01,42,0.023101297000831605,0.5812991143628594,0.002573139292250985
Two-Locus Theory,0.01,42,0.026560877829466867,0.5734265574849933,0.002590743922272233
Two-Locus Theory,0.01,42,0.030538555088334154,0.5691583606843633,0.0026001389999550533
Two-Locus Theory,0.01,42,0.03511191734215131,0.5617014782708958,0.0026163049122972623
Two-Locus Theory,0.01,42,0.040370172585965536,0.5563679945727614,0.002627676661966543
Two-Locus Theory,0.01,42,0.04641588833612782,0.5474496310455803,0.00264634258501467
Two-Locus Theory,0.01,42,0.05336699231206313,0.5371936624793443,0.002667278009012152
Two-Locus Theory,0.01,42,0.061359072734131756,0.5245730051036511,0.00269228092715026
Two-Locus Theory,0.01,42,0.07054802310718646,0.5199985070736932,0.0027011407682015196
Two-Locus Theory,0.01,42,0.08111308307896872,0.50631004346671,0.002727022209636368
Two-Locus Theory,0.01,42,0.093260334688322,0.49154925243769076,0.002753896331233174
Two-Locus Theory,0.01,42,0.10722672220103231,0.4698699713408853,0.002791483109008563
Two-Locus Theory,0.01,42,0.12328467394420659,0.450281104468616,0.0028235843748965032
Two-Locus Theory,0.01,42,0.14174741629268048,0.4463151028319217,0.0028298742822977815
Two-Locus Theory,0.01,42,0.16297508346206452,0.42812834062863075,0.0028578356467784203
Two-Locus Theory,0.01,42,0.1873817422860385,0.41663644765012253,0.0028747705979807656
Two-Locus Theory,0.01,42,0.21544346900318845,0.3890454414060961,0.0029131780201928797
Two-Locus Theory,0.01,42,0.24770763559917114,0.3689852122242925,0.002939161769116501
Two-Locus Theory,0.01,42,0.2848035868435802,0.3477013151683492,0.0029649981076853276
Two-Locus Theory,0.01,42,0.32745491628777285,0.32168816473274386,0.0029942188553343696
Two-Locus Theory,0.01,42,0.37649358067924676,0.2983726395360002,0.003018264381753322
Two-Locus Theory,0.01,42,0.43287612810830617,0.27638435264960265,0.003039128431333076
Two-Locus Theory,0.01,42,0.49770235643321137,0.25618886320810924,0.003056772732944369
Two-Locus Theory,0.01,42,0.572236765935022,0.236340977688746,0.003072721636435096
Two-Locus Theory,0.01,42,0.6579332246575682,0.21402287918158258,0.0030890343012868193
Two-Locus Theory,0.01,42,0.7564633275546291,0.19553944556364194,0.003101263550393422
Two-Locus Theory,0.01,42,0.8697490026177834,0.17337635807415952,0.003114418144150997
Two-Locus Theory,0.01,42,1.0,0.1542653112576077,0.0031244547335132844
Two-Locus Theory,0.01,42,1.1497569953977356,0.14127470322051439,0.003130592690611707
Two-Locus Theory,0.01,42,1.3219411484660286,0.12904282244094023,0.003135869285108712
Two-Locus Theory,0.01,42,1.5199110829529332,0.10522854799008502,0.003144752345769903
Two-Locus Theory,0.01,42,1.747528400007683,0.09086232178721523,0.0031492282765098367
Two-Locus Theory,0.01,42,2.009233002565046,0.08419016063770558,0.0031510821561636683
Two-Locus Theory,0.01,42,2.310129700083158,0.07514543932978375,0.0031533681206115816
Two-Locus Theory,0.01,42,2.6560877829466896,0.06292629569471174,0.0031560421456536224
Two-Locus Theory,0.01,42,3.0538555088334185,0.05762300006038343,0.0031570548361637913
Two-Locus Theory,0.01,42,3.5111917342151346,0.0467562156717512,0.003158850760913399
Two-Locus Theory,0.01,42,4.037017258596558,0.04013329654026949,0.003159761520581173
Two-Locus Theory,0.01,42,4.641588833612782,0.03770826504392,0.0031600602189017723
Two-Locus Theory,0.01,42,5.336699231206313,0.028460236802992814,0.003161028312307721
Two-Locus Theory,0.01,42,6.135907273413176,0.02782180222343342,0.0031610851495011724
Two-Locus Theory,0.01,42,7.054802310718645,0.02234476947178434,0.003161519732171992
Two-Locus Theory,0.01,42,8.111308307896872,0.014868488720322186,0.0031619597151476392
Two-Locus Theory,0.01,42,9.326033468832199,0.012475461867694703,0.003162063187443272
Two-Locus Theory,0.01,42,10.722672220103231,0.013191226080475479,0.003162034137188059
Two-Locus Theory,0.01,42,12.32846739442066,0.012235192712346018,0.0031620725758041055
Two-Locus Theory,0.01,42,14.174741629268048,0.009974744356425494,0.0031621519616948862
Two-Locus Theory,0.01,42,16.297508346206435,0.00400268544413226,0.0031622839508633743
Two-Locus Theory,0.01,42,18.73817422860383,0.006618674995849716,0.0031622400172427656
Two-Locus Theory,0.01,42,21.544346900318867,0.009482268568392023,0.0031621671132065435
Two-Locus Theory,0.01,42,24.77076355991714,0.005414905919234648,0.003162262921718335
Two-Locus Theory,0.01,42,28.48035868435805,0.007240391627311659,0.0031622263930348267
Two-Locus Theory,0.01,42,32.745491628777316,0.0006322097481451132,0.003162308651448888
Two-Locus Theory,0.01,42,37.649358067924716,0.004173829575009375,0.0031622817382362736
Two-Locus Theory,0.01,42,43.287612810830616,0.007963093534641402,0.0031622090194563736
Two-Locus Theory,0.01,42,49.770235643321136,0.003957165164391594,0.0031622845237749882
Two-Locus Theory,0.01,42,57.223676593502205,0.0006416518410573095,0.0031623086324308832
Two-Locus Theory,0.01,42,65.79332246575683,0.0033019402013494837,0.003162292044345136
Two-Locus Theory,0.01,42,75.64633275546291,-0.003615190668553916,0.003162288618287459
Two-Locus Theory,0.01,42,86.97490026177834,-0.002917679787798913,0.003162295823249943
Two-Locus Theory,0.01,42,100.0,-0.004650903341008941,0.0031622750814334507
